"oldPath","newPath","bytes","sha256","category","reason"
"artifacts/manifests/stage2_lambda_sweep/figure_final.log","artifacts/manifests/paper_ready/cleanup_release/history_logs/stage2_lambda_sweep/figure_final.txt","365","DCB21615615A7E1691ED0F28A868DCDBA03EF27B60FBDAB0910538FCEB7F0BDE","5","Historical execution/phase evidence preserved byte-for-byte; consolidated navigation"
"artifacts/manifests/stage2_lambda_sweep/figure_review.log","artifacts/manifests/paper_ready/cleanup_release/history_logs/stage2_lambda_sweep/figure_review.txt","365","DCB21615615A7E1691ED0F28A868DCDBA03EF27B60FBDAB0910538FCEB7F0BDE","5","Historical execution/phase evidence preserved byte-for-byte; consolidated navigation"
"artifacts/manifests/stage2_lambda_sweep/kao_figure_review.log","artifacts/manifests/paper_ready/cleanup_release/history_logs/stage2_lambda_sweep/kao_figure_review.txt","26","68FC097B7BD73B119C1ABECFB1873162E8D265ED2FFFB8F68392309CEF8B1269","5","Historical execution/phase evidence preserved byte-for-byte; consolidated navigation"
"artifacts/manifests/stage2_lambda_sweep/kao_validation.log","artifacts/manifests/paper_ready/cleanup_release/history_logs/stage2_lambda_sweep/kao_validation.txt","3239","20519DB1A9AAB5D71F5CFFDFE153E15585BDB237C073522E47C712FCC919EC15","5","Historical execution/phase evidence preserved byte-for-byte; consolidated navigation"
"artifacts/manifests/stage2_lambda_sweep/r2_analysis_validation.log","artifacts/manifests/paper_ready/cleanup_release/history_logs/stage2_lambda_sweep/r2_analysis_validation.txt","1406","4EF9FBC6D6CD5268E02254F795C18A3BCE66CAF75C88D1A96717C5AFE2D9C2B7","5","Historical execution/phase evidence preserved byte-for-byte; consolidated navigation"
"artifacts/manifests/stage2_lambda_sweep/r2_cache_preflight.log","artifacts/manifests/paper_ready/cleanup_release/history_logs/stage2_lambda_sweep/r2_cache_preflight.txt","221","10306CD5422B46E2D22AAC3E04AE7CC80171F4E9F7EDF7843926A0839F4DF351","5","Historical execution/phase evidence preserved byte-for-byte; consolidated navigation"
"artifacts/manifests/stage2_lambda_sweep/simulation_repair1.log","artifacts/manifests/paper_ready/cleanup_release/history_logs/stage2_lambda_sweep/simulation_repair1.txt","830","79B73EE2DE9E15572D4FE5D6F97EC3DA0CCA942654675FFEC5F4B89C3E53558E","5","Historical execution/phase evidence preserved byte-for-byte; consolidated navigation"
"artifacts/manifests/stage2_lambda_sweep/simulation.log","artifacts/manifests/paper_ready/cleanup_release/history_logs/stage2_lambda_sweep/simulation.txt","375","7D3497C33CEBFD3C4841E17B032941A253AADD08E5D495A9A9A1BBB1FF1DA0B5","5","Historical execution/phase evidence preserved byte-for-byte; consolidated navigation"
"docs/paper_ready/prediction/EXECUTION_RECOVERY.md","docs/paper_ready/prediction/history/EXECUTION_RECOVERY.md","3528","D746266357E3C7DA0EA39432866E410964464DF076B316C3E3E3F44D791A0AE5","3","Historical execution/phase evidence preserved byte-for-byte; consolidated navigation"
"docs/paper_ready/prediction/PRIMARY_RESULTS.md","docs/paper_ready/prediction/history/PRIMARY_RESULTS.md","9453","EDE583027ED31DDE2E4E8247AAB14E1C31719317BF500C9CB02C0B2923DA84C8","3","Historical execution/phase evidence preserved byte-for-byte; consolidated navigation"
"docs/paper_ready/stabilization_eta/NOTION_CONTRACT.md","docs/paper_ready/stabilization_eta/history/NOTION_CONTRACT.md","11491","4E5C709D85822F19AA480960638D3E563C18A47FD1FB9DA3B8678A54F632D3B7","3","Historical execution/phase evidence preserved byte-for-byte; consolidated navigation"
"docs/paper_ready/stabilization_eta/PREFLIGHT_STOP.md","docs/paper_ready/stabilization_eta/history/PREFLIGHT_STOP.md","5678","14C1D859A5D87AFCA8FB298F1C16C17954A26CD27C9A0C7989EFB4E49C7F3C40","3","Historical execution/phase evidence preserved byte-for-byte; consolidated navigation"
"docs/paper_ready/stabilization_eta/RESUME_PLAN.md","docs/paper_ready/stabilization_eta/history/RESUME_PLAN.md","3615","0D49A349AF7B9A72593C908B5AA47CE172766D13DED0A43F2AC6014D21A63F58","3","Historical execution/phase evidence preserved byte-for-byte; consolidated navigation"
